CPR_MARKETINGCARRIER,CPR_OTHERCARRIER,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_BOARDPOINT,CPR_OFFPOINT,CPR_INBOUNDSERVICE,CPR_DEPARTDATE1,CPR_DEPARTDATE2,CPR_DEPARTTIME1,CPR_DEPARTTIME2,CPR_ARRIVALDATE1,CPR_ARRIVALDATE2,ID_PRODUCTLEVEL,ID_CUSTOMERLEVEL,CPR_TRANSPORTQUAL,CPR_AIRLINEDESIG,CPR_FLIGHTNO,CPR_FLIGHTSUFFIX,CPR_CODESHARETYPE,CPR_OTHERCOMPANY,CPR_COMPANYID,CPR_ORIGIN,CPR_DESTINATION,CPR_FAREFAMILY,CPR_NUMBER,CPR_WEIGHT,CPR_UNITQUAL,CPR_COMPSTATUS,CPR_FARE_INDICATOR,CPR_FARE_ACTION,CPR_FARE_QUALIFIER,CPR_FARE_AMOUNT,CPR_FARE_CURRENCY,CPR_SPL_NUMBER,CPR_PRV_CPNNUMBER,CPR_COUPON_COMPANY,CPR_DATALENGTH,CPR_DATATYPE,CPR_BINARYDATA,DWH_SNAPSHOTTIMESTAMP,CPR_ARRIVALTIME1,CPR_ARRIVALTIME2,CPR_DEPARTDATE,CPR_ARRIVALDATE
BA,,1467,,INV,LHR,,,,,,,,155682171,54142038,,,,,,BA,1A,,,,1,,,,,,,,,,,,,,,29MAY2022:07:14:01.050,,,2022-05-11,
MH,,3,,LHR,KUL,,,,,,,,155682172,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,1,MH,,,,29MAY2022:07:14:01.143,,,2022-05-11,
BA,,1467,,INV,LHR,,,,,,,,155682173,54142038,,,,,,BA,1A,,,,1,,,,,,,,,,,,,,,29MAY2022:07:14:01.233,,,2022-05-12,
MH,,2634,,KUL,LBU,,,,,,,,155682174,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,2,MH,,,,29MAY2022:07:14:01.280,,,2022-05-12,
MH,,3,,LHR,KUL,,,,,,,,155682175,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,1,MH,,,,29MAY2022:07:14:01.297,,,2022-05-12,
MH,,2634,,KUL,LBU,,,,,,,,155682176,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,2,MH,,,,29MAY2022:07:14:01.360,,,2022-05-13,
MH,,2635,,LBU,KUL,,,,,,,,155682177,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,3,MH,,,,29MAY2022:07:14:01.390,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155682178,54142038,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,4,MH,,,,29MAY2022:07:14:01.453,,,2022-05-28,
BA,,1468,,LHR,INV,,,,,,,,155682179,54142038,,,,,,BA,1A,,,,1,,,,,,,,,,,,,,,29MAY2022:07:14:01.483,,,2022-05-29,
MH,,3,,LHR,KUL,,,,,,,,155682180,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,1,MH,,,,29MAY2022:07:14:01.517,,,2022-05-11,
MH,,2634,,KUL,LBU,,,,,,,,155682181,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,2,MH,,,,29MAY2022:07:14:01.547,,,2022-05-12,
MH,,3,,LHR,KUL,,,,,,,,155682182,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,1,MH,,,,29MAY2022:07:14:01.563,,,2022-05-12,
MH,,2634,,KUL,LBU,,,,,,,,155682183,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,2,MH,,,,29MAY2022:07:14:01.593,,,2022-05-13,
MH,,2635,,LBU,KUL,,,,,,,,155682184,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,3,MH,,,,29MAY2022:07:14:01.670,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155682185,54142039,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32781E+12,4,MH,,,,29MAY2022:07:14:01.720,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682186,54142040,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:01.797,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682187,54142041,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:01.843,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682188,54142041,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:01.877,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682189,54142042,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:01.920,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682190,54142042,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:01.970,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682191,54142043,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.017,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682192,54142043,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.063,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682193,54142044,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.110,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682194,54142044,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.140,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682195,54142045,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.267,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682196,54142045,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.390,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682197,54142046,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.517,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682198,54142046,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.657,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682199,54142047,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32398E+12,1,MH,,,,29MAY2022:07:14:02.783,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682200,54142048,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32387E+12,1,MH,,,,29MAY2022:07:14:02.877,,,2022-05-28,
MH,,2609,,LBU,KUL,,,,,,,,155682201,54142049,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.907,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682202,54142049,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:02.923,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682203,54142050,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.970,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682204,54142050,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:02.987,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682205,54142050,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.000,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682206,54142051,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.050,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682207,54142051,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.110,,,2022-06-01,
MH,,2635,,LBU,KUL,,,,,,,,155682208,54142052,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.127,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682209,54142052,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.157,,,2022-06-02,
MH,,2635,,LBU,KUL,,,,,,,,155682210,54142053,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.190,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682211,54142053,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.267,,,2022-06-02,
MH,,2635,,LBU,KUL,,,,,,,,155682212,54142054,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32387E+12,1,MH,,,,29MAY2022:07:14:03.283,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682213,54142055,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32387E+12,1,MH,,,,29MAY2022:07:14:03.330,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682214,54142056,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32671E+12,1,MH,,,,29MAY2022:07:14:03.360,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682215,54142057,,,,,,MH,1A,,,,,35,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.390,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682216,54142058,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.440,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682217,54142058,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.453,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682218,54142059,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.487,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682219,54142059,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.517,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682220,54142060,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.550,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682221,54142060,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.590,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682222,54142061,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.623,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682223,54142061,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.670,,,2022-06-01,
MH,,2635,,LBU,KUL,,,,,,,,155682224,54142062,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:03.733,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682225,54142062,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:03.763,,,2022-06-05,
MH,,2635,,LBU,KUL,,,,,,,,155682226,54142063,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:04.390,,,2022-05-27,
MH,,2635,D,LBU,KUL,,,,,,,,155682227,54142063,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:04.533,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682228,54142063,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:04.737,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682229,54142063,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:04.843,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682230,54142064,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:04.953,,,2022-05-27,
MH,,2635,D,LBU,KUL,,,,,,,,155682231,54142064,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:05.110,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682232,54142064,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.300,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682233,54142064,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.313,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682234,54142065,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:05.377,,,2022-05-27,
MH,,2635,D,LBU,KUL,,,,,,,,155682235,54142065,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:05.440,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682236,54142065,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.503,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682237,54142065,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.517,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682238,54142066,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:05.550,,,2022-05-27,
MH,,2635,D,LBU,KUL,,,,,,,,155682239,54142066,,,,,,MH,1A,,,,,,,AUT,,,,,,2.32588E+12,1,MH,,,,29MAY2022:07:14:05.563,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682240,54142066,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.597,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682241,54142066,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:05.610,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682242,54142067,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:05.643,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682243,54142068,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:05.673,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682244,54142069,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:05.720,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682245,54142070,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:05.830,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682246,54142071,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,1,MH,,,,29MAY2022:07:14:05.877,,,2022-05-24,
MH,,2635,,LBU,KUL,,,,,,,,155682247,54142071,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32952E+12,2,MH,,,,29MAY2022:07:14:05.893,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682248,54142072,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:05.923,,,2022-05-21,
MH,,1384,,KUL,KBR,,,,,,,,155682249,54142072,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:05.970,,,2022-05-22,
MH,,2635,,LBU,KUL,,,,,,,,155682250,54142072,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.003,,,2022-05-24,
MH,,1384,,KUL,KBR,,,,,,,,155682251,54142072,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:06.017,,,2022-05-25,
MH,,2635,,LBU,KUL,,,,,,,,155682252,54142072,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.033,,,2022-05-28,
MH,,1384,,KUL,KBR,,,,,,,,155682253,54142072,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:06.097,,,2022-05-29,
MH,,2635,,LBU,KUL,,,,,,,,155682254,54142073,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.127,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682255,54142073,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.143,,,2022-06-08,
MH,,2635,,LBU,KUL,,,,,,,,155682256,54142074,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.173,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682257,54142075,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.207,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682258,54142075,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.237,,,2022-06-01,
MH,,2634,,KUL,LBU,,,,,,,,155682259,54142075,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.253,,,2022-06-04,
MH,,2635,,LBU,KUL,,,,,,,,155682260,54142076,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.267,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682261,54142076,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.300,,,2022-06-01,
MH,,2634,,KUL,LBU,,,,,,,,155682262,54142076,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.313,,,2022-06-04,
MH,,2635,,LBU,KUL,,,,,,,,155682263,54142077,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.330,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682264,54142077,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.347,,,2022-06-01,
MH,,2634,,KUL,LBU,,,,,,,,155682265,54142077,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.377,,,2022-06-04,
MH,,2635,,LBU,KUL,,,,,,,,155682266,54142078,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.393,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682267,54142078,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.423,,,2022-06-01,
MH,,2634,,KUL,LBU,,,,,,,,155682268,54142078,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.440,,,2022-06-04,
MH,,2635,,LBU,KUL,,,,,,,,155682269,54142079,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.457,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682270,54142079,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.487,,,2022-06-01,
MH,,2634,,KUL,LBU,,,,,,,,155682271,54142079,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.503,,,2022-06-04,
MH,,2608,,KUL,LBU,,,,,,,,155682272,54142080,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.517,,,2022-05-27,
MH,,2635,,LBU,KUL,,,,,,,,155682273,54142080,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:06.550,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682274,54142081,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.563,,,2022-05-27,
MH,,2635,,LBU,KUL,,,,,,,,155682275,54142081,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:06.593,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682276,54142082,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.640,,,2022-05-22,
MH,,2635,,LBU,KUL,,,,,,,,155682277,54142082,,,,,,MH,1A,,,,,35,,NAU,,,,,,2.32246E+12,2,MH,,,,29MAY2022:07:14:06.670,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682278,54142083,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.720,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682279,54142083,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.750,,,2022-06-08,
MH,,2635,,LBU,KUL,,,,,,,,155682280,54142084,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.797,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682281,54142084,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.830,,,2022-06-08,
MH,,2635,,LBU,KUL,,,,,,,,155682282,54142085,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.873,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682283,54142086,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:06.920,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682284,54142086,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:06.970,,,2022-06-08,
MH,,2635,,LBU,KUL,,,,,,,,155682285,54142087,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:07.000,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682286,54142087,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.017,,,2022-06-08,
MH,,2635,,LBU,KUL,,,,,,,,155682287,54142088,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32397E+12,1,MH,,,,29MAY2022:07:14:07.047,,,2022-05-28,
MH,,2646,,KUL,BKI,,,,,,,,155682288,54142089,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32671E+12,1,MH,,,,29MAY2022:07:14:07.080,,,2022-05-26,
MH,,3043,,BKI,LBU,,,,,,,,155682289,54142089,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32671E+12,2,MH,,,,29MAY2022:07:14:07.093,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682290,54142089,,,,,,MH,1A,,,,,25,,NAU,,,,,,2.32671E+12,3,MH,,,,29MAY2022:07:14:07.123,,,2022-05-28,
MH,,2609,,LBU,KUL,,,,,,,,155682291,54142090,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32776E+12,1,MH,,,,29MAY2022:07:14:07.170,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682292,54142090,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.217,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155682293,54142090,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.263,,,2022-05-28,
MH,,2609,,LBU,KUL,,,,,,,,155682294,54142091,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32776E+12,1,MH,,,,29MAY2022:07:14:07.293,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682295,54142091,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.310,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155682296,54142091,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.327,,,2022-05-28,
MH,,2609,,LBU,KUL,,,,,,,,155682297,54142092,,,,,,MH,1A,,,,,,,NAU,,,,,,2.32776E+12,1,MH,,,,29MAY2022:07:14:07.357,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682298,54142092,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.373,,,2022-05-28,
MH,,2,,KUL,LHR,,,,,,,,155682299,54142092,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.403,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682300,54142093,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.437,,,2022-05-28,
SQ,,107,,KUL,SIN,,,,,,,,155682301,54142093,,,,,,SQ,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.483,,,2022-05-29,
SQ,,326,,SIN,FRA,,,,,,,,155682302,54142093,,,,,,SQ,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.513,,,2022-05-29,
BT,,244,,FRA,RIX,,,,,,,,155682303,54142093,,,,,,BT,1A,,,,,,,,,,,,,,,,,,,29MAY2022:07:14:07.530,,,2022-05-30,
MH,,2635,,LBU,KUL,,,,,,,,155682304,54142094,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.543,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682305,54142095,,,,,,MH,1A,,,,,40,,NAU,,,,,,2.32337E+12,1,MH,,,,29MAY2022:07:14:07.560,,,2022-05-28,
MH,,2634,,KUL,LBU,,,,,,,,155682306,54142095,,,,,,MH,1A,,,,,,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.607,,,2022-06-12,
MH,,2635,,LBU,KUL,,,,,,,,155682307,54142096,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:07.653,,,2022-05-28,
MH,,2635,,LBU,KUL,,,,,,,,155682308,54142097,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:07.687,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682309,54142097,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.717,,,2022-06-01,
MH,,2635,,LBU,KUL,,,,,,,,155682310,54142098,,,,,,MH,1A,,,,,20,,NAU,,,,,,2.32246E+12,1,MH,,,,29MAY2022:07:14:07.747,,,2022-05-28,
MH,,2608,,KUL,LBU,,,,,,,,155682311,54142098,,,,,,MH,1A,,,,,20,,NAU,,,,,,,,,,,,29MAY2022:07:14:07.780,,,2022-06-01,
