ID_BAG_ITIN,CPR_MARKTNG_CARRIER,CPR_FLGHT_NUMBER,CPR_OPT_SUFX,CPR_DEPT_DATE,CPR_BRDPT,CPR_OFFPT,CPR_ARRVDATE,CPR_BAGSTAT_INDC1,CPR_BAGSTAT_INDC2,CPR_BAGSTAT_ACTN1,CPR_BAGSTAT_ACTN2,ID_BAGGAGE_INFO,DWH_SNAPSHOTTIMESTAMP
43446651,MH,2668,,18-May-22,KUL,SDK,,,,,,30816881,29MAY2022:07:47:53.243
43446652,MH,2645,,28-May-22,BKI,KUL,,,,,,30816882,29MAY2022:07:47:53.277
43446653,MH,2,,28-May-22,KUL,LHR,,,,,,30816882,29MAY2022:07:47:53.277
43446654,MH,2645,,28-May-22,BKI,KUL,,,,,,30816883,29MAY2022:07:47:53.307
43446655,MH,149,,28-May-22,KUL,MEL,,,,,,30816883,29MAY2022:07:47:53.307
43446656,MH,2645,,28-May-22,BKI,KUL,,,,,,30816884,29MAY2022:07:47:53.337
43446657,MH,2645,,28-May-22,BKI,KUL,,,,,,30816885,29MAY2022:07:47:53.353
43446658,MH,2645,,28-May-22,BKI,KUL,,,,,,30816886,29MAY2022:07:47:53.400
43446659,WY,824,,28-May-22,KUL,MCT,,,,,,30816886,29MAY2022:07:47:53.400
43446660,WY,163,,29-May-22,MCT,IST,,,,,,30816886,29MAY2022:07:47:53.400
43446661,MH,2645,,28-May-22,BKI,KUL,,,,,,30816887,29MAY2022:07:47:53.417
43446662,MH,66,,28-May-22,KUL,ICN,,,,,,30816887,29MAY2022:07:47:53.417
43446663,MH,2645,,28-May-22,BKI,KUL,,,,,,30816888,29MAY2022:07:47:53.463
43446664,MH,2645,,28-May-22,BKI,KUL,,,,,,30816889,29MAY2022:07:47:53.493
43446665,MH,2645,,28-May-22,BKI,KUL,,,,,,30816890,29MAY2022:07:47:53.510
43446666,MH,2645,,28-May-22,BKI,KUL,,,,,,30816891,29MAY2022:07:47:53.540
43446667,MH,2645,,28-May-22,BKI,KUL,,,,,,30816892,29MAY2022:07:47:53.573
43446668,MH,2645,,28-May-22,BKI,KUL,,,,,,30816893,29MAY2022:07:47:53.603
43446669,MH,2645,,28-May-22,BKI,KUL,,,,,,30816894,29MAY2022:07:47:53.633
43446670,MH,2645,,28-May-22,BKI,KUL,,,,,,30816895,29MAY2022:07:47:53.667
43446671,MH,1194,,28-May-22,KUL,PEN,,,,,,30816895,29MAY2022:07:47:53.667
43446672,MH,2645,,28-May-22,BKI,KUL,,,,,,30816896,29MAY2022:07:47:53.697
43446673,MH,2645,,28-May-22,BKI,KUL,,,,,,30816897,29MAY2022:07:47:53.730
43446674,MH,2645,,28-May-22,BKI,KUL,,,,,,30816898,29MAY2022:07:47:53.777
43446675,MH,2640,,26-May-22,KUL,BKI,,,,,,30816899,29MAY2022:07:47:53.807
43446676,MH,2645,,28-May-22,BKI,KUL,,,,,,30816900,29MAY2022:07:47:53.837
43446677,MH,2614,,26-May-22,KUL,BKI,,,,,,30816901,29MAY2022:07:47:53.853
43446678,MH,2645,,28-May-22,BKI,KUL,,,,,,30816902,29MAY2022:07:47:53.887
43446679,MH,3,,17-May-22,LHR,KUL,,,,,,30816903,29MAY2022:07:47:53.917
43446680,MH,2668,,18-May-22,KUL,SDK,,,,,,30816903,29MAY2022:07:47:53.917
43446681,MH,2645,,28-May-22,BKI,KUL,,,,,,30816904,29MAY2022:07:47:53.950
43446682,MH,2,,28-May-22,KUL,LHR,,,,,,30816904,29MAY2022:07:47:53.950
43446683,MH,3019,,28-May-22,LDU,BKI,,,,,,30816905,29MAY2022:07:47:53.980
43446684,MH,2639,,28-May-22,BKI,KUL,,,,,,30816905,29MAY2022:07:47:53.980
43446685,MH,1208,,29-May-22,KUL,AOR,,,,,,30816905,29MAY2022:07:47:53.980
43446686,MH,2645,,28-May-22,BKI,KUL,,,,,,30816906,29MAY2022:07:47:54.010
43446687,MH,2645,,28-May-22,BKI,KUL,,,,,,30816907,29MAY2022:07:47:54.043
43446688,MH,1194,,28-May-22,KUL,PEN,,,,,,30816907,29MAY2022:07:47:54.043
43446689,MH,2645,,28-May-22,BKI,KUL,,,,,,30816908,29MAY2022:07:47:54.073
43446690,MH,2616,,25-May-22,KUL,BKI,,,,,,30816909,29MAY2022:07:47:54.103
43446691,MH,2645,,28-May-22,BKI,KUL,,,,,,30816910,29MAY2022:07:47:54.120
43446692,MH,2645,,28-May-22,BKI,KUL,,,,,,30816911,29MAY2022:07:47:54.170
43446693,MH,2645,,28-May-22,BKI,KUL,,,,,,30816912,29MAY2022:07:47:54.183
43446694,MH,66,,28-May-22,KUL,ICN,,,,,,30816912,29MAY2022:07:47:54.183
43446695,MH,2614,,25-May-22,KUL,BKI,,,,,,30816913,29MAY2022:07:47:54.217
43446696,MH,2639,,28-May-22,BKI,KUL,,,,,,30816914,29MAY2022:07:47:54.263
43446697,MH,2645,,28-May-22,BKI,KUL,,,,,,30816915,29MAY2022:07:47:54.277
43446698,MH,160,,28-May-22,KUL,DOH,,,,,,30816915,29MAY2022:07:47:54.277
43446699,QR,41,,29-May-22,DOH,CDG,,,,,,30816915,29MAY2022:07:47:54.277
43446700,MH,2645,,28-May-22,BKI,KUL,,,,,,30816916,29MAY2022:07:47:54.293
43446701,MH,2638,,25-May-22,KUL,BKI,,,,,,30816917,29MAY2022:07:47:54.293
43446702,MH,2645,,28-May-22,BKI,KUL,,,,,,30816918,29MAY2022:07:47:54.323
43446703,MH,2645,,28-May-22,BKI,KUL,,,,,,30816919,29MAY2022:07:47:54.357
43446704,MH,2,,28-May-22,KUL,LHR,,,,,,30816919,29MAY2022:07:47:54.357
43446705,MH,2645,,28-May-22,BKI,KUL,,,,,,30816920,29MAY2022:07:47:54.387
43446706,MH,2607,,28-May-22,BKI,KUL,,,,,,30816921,29MAY2022:07:47:54.420
43446707,MH,2610,,24-May-22,KUL,BKI,,,,,,30816922,29MAY2022:07:47:54.450
43446708,MH,2645,,28-May-22,BKI,KUL,,,,,,30816923,29MAY2022:07:47:54.477
43446709,MH,3,,17-May-22,LHR,KUL,,,,,,30816924,29MAY2022:07:47:54.510
43446710,MH,2668,,18-May-22,KUL,SDK,,,,,,30816924,29MAY2022:07:47:54.510
43446711,MH,2645,,28-May-22,BKI,KUL,,,,,,30816925,29MAY2022:07:47:54.540
43446712,MH,2,,28-May-22,KUL,LHR,,,,,,30816925,29MAY2022:07:47:54.540
43446713,MH,3,,17-May-22,LHR,KUL,,,,,,30816926,29MAY2022:07:47:54.570
43446714,MH,2668,,18-May-22,KUL,SDK,,,,,,30816926,29MAY2022:07:47:54.570
43446715,MH,2645,,28-May-22,BKI,KUL,,,,,,30816927,29MAY2022:07:47:54.603
43446716,MH,2,,28-May-22,KUL,LHR,,,,,,30816927,29MAY2022:07:47:54.603
43446717,MH,2646,,19-May-22,KUL,BKI,,,,,,30816928,29MAY2022:07:47:54.620
43446718,MH,2645,,28-May-22,BKI,KUL,,,,,,30816929,29MAY2022:07:47:54.650
43446719,MH,2645,,28-May-22,BKI,KUL,,,,,,30816930,29MAY2022:07:47:54.680
43446720,MH,2645,,28-May-22,BKI,KUL,,,,,,30816931,29MAY2022:07:47:54.713
43446721,MH,2645,,28-May-22,BKI,KUL,,,,,,30816932,29MAY2022:07:47:54.727
43446722,MH,2614,,26-May-22,KUL,BKI,,,,,,30816933,29MAY2022:07:47:54.760
43446723,MH,2645,,28-May-22,BKI,KUL,,,,,,30816934,29MAY2022:07:47:54.790
43446724,MH,2645,,28-May-22,BKI,KUL,,,,,,30816935,29MAY2022:07:47:54.807
43446725,MH,3,,17-May-22,LHR,KUL,,,,,,30816936,29MAY2022:07:47:54.837
43446726,MH,2668,,18-May-22,KUL,SDK,,,,,,30816936,29MAY2022:07:47:54.837
43446727,MH,2614,,19-May-22,KUL,BKI,,,,,,30816937,29MAY2022:07:47:54.870
43446728,MH,2645,,28-May-22,BKI,KUL,,,,,,30816938,29MAY2022:07:47:54.900
43446729,MH,2645,,28-May-22,BKI,KUL,,,,,,30816939,29MAY2022:07:47:54.917
43446730,MH,2645,,28-May-22,BKI,KUL,,,,,,30816940,29MAY2022:07:47:54.947
43446731,MH,2645,,28-May-22,BKI,KUL,,,,,,30816941,29MAY2022:07:47:54.977
43446732,MH,2645,,28-May-22,BKI,KUL,,,,,,30816942,29MAY2022:07:47:55.010
43446733,MH,2638,,25-May-22,KUL,BKI,,,,,,30816943,29MAY2022:07:47:55.057
43446734,MH,2645,,28-May-22,BKI,KUL,,,,,,30816944,29MAY2022:07:47:55.087
43446735,MH,2645,,28-May-22,BKI,KUL,,,,,,30816945,29MAY2022:07:47:55.103
43446736,MH,2645,,28-May-22,BKI,KUL,,,,,,30816946,29MAY2022:07:47:55.133
43446737,MH,2,,28-May-22,KUL,LHR,,,,,,30816946,29MAY2022:07:47:55.133
43446738,MH,2645,,28-May-22,BKI,KUL,,,,,,30816947,29MAY2022:07:47:55.167
43446739,MH,2,,28-May-22,KUL,LHR,,,,,,30816947,29MAY2022:07:47:55.167
43446740,BA,1438,,29-May-22,LHR,EDI,,,,,,30816947,29MAY2022:07:47:55.167
43446741,MH,2645,,28-May-22,BKI,KUL,,,,,,30816948,29MAY2022:07:47:55.197
43446742,MH,2640,,24-May-22,KUL,BKI,,,,,,30816949,29MAY2022:07:47:55.227
43446743,MH,2610,,23-May-22,KUL,BKI,,,,,,30816950,29MAY2022:07:47:55.260
43446744,MH,2614,,25-May-22,KUL,BKI,,,,,,30816951,29MAY2022:07:47:55.307
43446745,MH,2645,,28-May-22,BKI,KUL,,,,,,30816952,29MAY2022:07:47:55.320
43446746,MH,2628,,26-May-22,KUL,BKI,,,,,,30816953,29MAY2022:07:47:55.353
43446747,MH,2645,,28-May-22,BKI,KUL,,,,,,30816954,29MAY2022:07:47:55.383
43446748,MH,2628,,27-May-22,KUL,BKI,,,,,,30816955,29MAY2022:07:47:55.417
43446749,MH,2645,,28-May-22,BKI,KUL,,,,,,30816956,29MAY2022:07:47:55.447
43446750,MH,2640,,19-May-22,KUL,BKI,,,,,,30816957,29MAY2022:07:47:55.447
43446751,MH,2640,,25-May-22,KUL,BKI,,,,,,30816958,29MAY2022:07:47:55.463
43446752,MH,2645,,28-May-22,BKI,KUL,,,,,,30816959,29MAY2022:07:47:55.463
43446753,MH,2645,,28-May-22,BKI,KUL,,,,,,30816960,29MAY2022:07:47:55.463
43446754,MH,714,,28-May-22,DPS,KUL,,,,,,30816961,29MAY2022:07:47:55.477
43446755,WY,824,,28-May-22,KUL,MCT,,,,,,30816961,29MAY2022:07:47:55.477
43446756,WY,163,,29-May-22,MCT,IST,,,,,,30816961,29MAY2022:07:47:55.477
43446757,MH,2612,,21-May-22,KUL,BKI,,,,,,30816962,29MAY2022:07:47:55.477
43446758,MH,2645,,28-May-22,BKI,KUL,,,,,,30816963,29MAY2022:07:47:55.477
43446759,MH,2645,,28-May-22,BKI,KUL,,,,,,30816964,29MAY2022:07:47:55.510
43446760,MH,2614,,19-May-22,KUL,BKI,,,,,,30816965,29MAY2022:07:47:55.540
43446761,MH,2645,,28-May-22,BKI,KUL,,,,,,30816966,29MAY2022:07:47:55.697
43446762,MH,2646,,25-May-22,KUL,BKI,,,,,,30816967,29MAY2022:07:47:55.727
43446763,MH,2645,,28-May-22,BKI,KUL,,,,,,30816968,29MAY2022:07:47:55.743
43446764,MH,2645,,28-May-22,BKI,KUL,,,,,,30816969,29MAY2022:07:47:55.790
43446765,MH,72,,29-May-22,KUL,HKG,,,,,,30816969,29MAY2022:07:47:55.790
43446766,MH,2806,,21-May-22,KCH,BKI,,,,,,30816970,29MAY2022:07:47:55.820
43446767,MH,2645,,28-May-22,BKI,KUL,,,,,,30816971,29MAY2022:07:47:55.837
43446768,MH,2645,,28-May-22,BKI,KUL,,,,,,30816972,29MAY2022:07:47:55.883
43446769,MH,2645,,28-May-22,BKI,KUL,,,,,,30816973,29MAY2022:07:47:55.900
43446770,MH,2646,,28-May-22,KUL,BKI,,,,,,30816974,29MAY2022:07:56:21.317
43446771,MH,2646,,28-May-22,KUL,BKI,,,,,,30816975,29MAY2022:07:56:21.330
43446772,MH,2646,,28-May-22,KUL,BKI,,,,,,30816976,29MAY2022:07:56:21.330
43446773,MH,2646,,28-May-22,KUL,BKI,,,,,,30816977,29MAY2022:07:56:21.330
43446774,MH,2646,,28-May-22,KUL,BKI,,,,,,30816978,29MAY2022:07:56:21.330
43446775,MH,2611,,22-May-22,BKI,KUL,,,,,,30816979,29MAY2022:07:56:21.330
43446776,MH,2628,,27-May-22,KUL,BKI,,,,,,30816980,29MAY2022:07:56:21.330
43446777,MH,2646,,28-May-22,KUL,BKI,,,,,,30816981,29MAY2022:07:56:21.347
43446778,MH,2647,,23-May-22,BKI,KUL,,,,,,30816982,29MAY2022:07:56:21.347
43446779,MH,2646,,28-May-22,KUL,BKI,,,,,,30816983,29MAY2022:07:56:21.347
43446780,MH,2646,,28-May-22,KUL,BKI,,,,,,30816984,29MAY2022:07:56:21.347
43446781,MH,2609,,25-May-22,LBU,KUL,,,,,,30816985,29MAY2022:07:56:21.347
43446782,MH,2646,,28-May-22,KUL,BKI,,,,,,30816986,29MAY2022:07:56:21.363
43446783,MH,2646,,28-May-22,KUL,BKI,,,,,,30816987,29MAY2022:07:56:21.363
43446784,MH,2640,,27-May-22,KUL,BKI,,,,,,30816988,29MAY2022:07:56:21.363
43446785,MH,2631,,26-May-22,BKI,KUL,,,,,,30816989,29MAY2022:07:56:21.363
43446786,MH,2646,,28-May-22,KUL,BKI,,,,,,30816990,29MAY2022:07:56:21.363
43446787,MH,2646,,28-May-22,KUL,BKI,,,,,,30816991,29MAY2022:07:56:21.363
43446788,MH,2646,,28-May-22,KUL,BKI,,,,,,30816992,29MAY2022:07:56:21.377
43446789,MH,2641,,24-May-22,BKI,KUL,,,,,,30816993,29MAY2022:07:56:21.377
43446790,MH,2646,,28-May-22,KUL,BKI,,,,,,30816994,29MAY2022:07:56:21.377
43446791,MH,2646,,28-May-22,KUL,BKI,,,,,,30816995,29MAY2022:07:56:21.377
43446792,MH,2611,,22-May-22,BKI,KUL,,,,,,30816996,29MAY2022:07:56:21.377
43446793,MH,2646,,28-May-22,KUL,BKI,,,,,,30816997,29MAY2022:07:56:21.377
43446794,MH,2646,,28-May-22,KUL,BKI,,,,,,30816998,29MAY2022:07:56:21.393
43446795,MH,2646,,28-May-22,KUL,BKI,,,,,,30816999,29MAY2022:07:56:21.393
43446796,MH,2646,,28-May-22,KUL,BKI,,,,,,30817000,29MAY2022:07:56:21.393
43446797,MH,2646,,28-May-22,KUL,BKI,,,,,,30817001,29MAY2022:07:56:21.393
43446798,MH,128,,27-May-22,MEL,KUL,,,,,,30817002,29MAY2022:07:56:21.393
43446799,MH,2646,,28-May-22,KUL,BKI,,,,,,30817002,29MAY2022:07:56:21.393
43446800,MH,2640,,27-May-22,KUL,BKI,,,,,,30817003,29MAY2022:07:56:21.410
43446801,MH,2646,,28-May-22,KUL,BKI,,,,,,30817004,29MAY2022:07:56:21.410
43446802,MH,2646,,28-May-22,KUL,BKI,,,,,,30817005,29MAY2022:07:56:21.410
43446803,MH,2646,,28-May-22,KUL,BKI,,,,,,30817006,29MAY2022:07:56:21.410
43446804,MH,2646,,28-May-22,KUL,BKI,,,,,,30817007,29MAY2022:07:56:21.410
43446805,MH,2637,,22-May-22,BKI,KUL,,,,,,30817008,29MAY2022:07:56:21.410
43446806,MH,2646,,28-May-22,KUL,BKI,,,,,,30817009,29MAY2022:07:56:21.410
43446807,MH,2646,,28-May-22,KUL,BKI,,,,,,30817010,29MAY2022:07:56:21.423
43446808,MH,2646,,28-May-22,KUL,BKI,,,,,,30817011,29MAY2022:07:56:21.423
43446809,MH,2646,,28-May-22,KUL,BKI,,,,,,30817012,29MAY2022:07:56:21.423
43446810,MH,2646,,28-May-22,KUL,BKI,,,,,,30817013,29MAY2022:07:56:21.423
43446811,MH,2646,,28-May-22,KUL,BKI,,,,,,30817014,29MAY2022:07:56:21.440
43446812,MH,2646,,28-May-22,KUL,BKI,,,,,,30817015,29MAY2022:07:56:21.440
43446813,MH,2646,,28-May-22,KUL,BKI,,,,,,30817016,29MAY2022:07:56:21.440
43446814,MH,2646,,28-May-22,KUL,BKI,,,,,,30817017,29MAY2022:07:56:21.440
43446815,MH,2646,,28-May-22,KUL,BKI,,,,,,30817018,29MAY2022:07:56:21.440
43446816,MH,2646,,28-May-22,KUL,BKI,,,,,,30817019,29MAY2022:07:56:21.440
43446817,MH,2646,,28-May-22,KUL,BKI,,,,,,30817020,29MAY2022:07:56:21.440
43446818,MH,2646,,28-May-22,KUL,BKI,,,,,,30817021,29MAY2022:07:56:21.457
43446819,MH,2610,,28-May-22,KUL,BKI,,,,,,30817022,29MAY2022:07:56:21.457
43446820,MH,2621,,22-May-22,BKI,KUL,,,,,,30817023,29MAY2022:07:56:21.457
43446821,MH,2646,,28-May-22,KUL,BKI,,,,,,30817024,29MAY2022:07:56:21.457
43446822,MH,2646,,28-May-22,KUL,BKI,,,,,,30817025,29MAY2022:07:56:21.457
43446823,MH,2646,,28-May-22,KUL,BKI,,,,,,30817026,29MAY2022:07:56:21.457
43446824,MH,2646,,28-May-22,KUL,BKI,,,,,,30817027,29MAY2022:07:56:21.470
43446825,MH,2646,,28-May-22,KUL,BKI,,,,,,30817028,29MAY2022:07:56:21.470
43446826,MH,2646,,28-May-22,KUL,BKI,,,,,,30817029,29MAY2022:07:56:21.470
43446827,MH,2641,,23-May-22,BKI,KUL,,,,,,30817030,29MAY2022:07:56:21.470
43446828,MH,2646,,28-May-22,KUL,BKI,,,,,,30817031,29MAY2022:07:56:21.470
43446829,MH,2646,,28-May-22,KUL,BKI,,,,,,30817032,29MAY2022:07:56:21.470
43446830,MH,2663,,18-May-22,BKI,KUL,,,,,,30817033,29MAY2022:07:56:21.487
43446831,MH,2646,,28-May-22,KUL,BKI,,,,,,30817034,29MAY2022:07:56:21.487
43446832,MH,2646,,28-May-22,KUL,BKI,,,,,,30817035,29MAY2022:07:56:21.487
43446833,MH,199,,28-May-22,HYD,KUL,,,,,,30817036,29MAY2022:07:56:21.487
43446834,MH,2646,,28-May-22,KUL,BKI,,,,,,30817036,29MAY2022:07:56:21.487
43446835,MH,2646,,28-May-22,KUL,BKI,,,,,,30817037,29MAY2022:07:56:21.487
43446836,MH,2646,,28-May-22,KUL,BKI,,,,,,30817038,29MAY2022:07:56:21.503
43446837,MH,2646,,28-May-22,KUL,BKI,,,,,,30817039,29MAY2022:07:56:21.503
43446838,MH,2646,,28-May-22,KUL,BKI,,,,,,30817040,29MAY2022:07:56:21.503
43446839,MH,2646,,28-May-22,KUL,BKI,,,,,,30817041,29MAY2022:07:56:21.503
43446840,MH,2646,,28-May-22,KUL,BKI,,,,,,30817042,29MAY2022:07:56:21.503
43446841,MH,2646,,28-May-22,KUL,BKI,,,,,,30817043,29MAY2022:07:56:21.503
43446842,MH,3,,27-May-22,LHR,KUL,,,,,,30817044,29MAY2022:07:56:21.503
43446843,MH,4,,22-May-22,KUL,LHR,,,,,,30817045,29MAY2022:07:56:21.520
43446844,MH,2621,,21-May-22,BKI,KUL,,,,,,30817046,29MAY2022:07:56:21.520
43446845,MH,2646,,28-May-22,KUL,BKI,,,,,,30817047,29MAY2022:07:56:21.520
43446846,MH,2610,,28-May-22,KUL,BKI,,,,,,30817048,29MAY2022:07:56:21.520
43446847,MH,2646,,28-May-22,KUL,BKI,,,,,,30817049,29MAY2022:07:56:21.520
43446848,MH,606,,27-May-22,SIN,KUL,,,,,,30817050,29MAY2022:08:02:01.740
43446849,MH,2660,,28-May-22,KUL,TWU,,,,,,30817050,29MAY2022:08:02:01.740
43446850,MH,2660,,28-May-22,KUL,TWU,,,,,,30817051,29MAY2022:08:02:01.770
43446851,MH,2660,,28-May-22,KUL,TWU,,,,,,30817052,29MAY2022:08:02:01.803
43446852,MH,2660,,28-May-22,KUL,TWU,,,,,,30817053,29MAY2022:08:02:01.833
43446853,MH,616,,27-May-22,SIN,KUL,,,,,,30817054,29MAY2022:08:02:01.867
43446854,MH,2660,,28-May-22,KUL,TWU,,,,,,30817054,29MAY2022:08:02:01.867
43446855,MH,606,,27-May-22,SIN,KUL,,,,,,30817055,29MAY2022:08:02:01.897
43446856,MH,2660,,28-May-22,KUL,TWU,,,,,,30817055,29MAY2022:08:02:01.897
43446857,MH,2660,,28-May-22,KUL,TWU,,,,,,30817056,29MAY2022:08:02:01.943
43446858,MH,2660,,28-May-22,KUL,TWU,,,,,,30817057,29MAY2022:08:02:01.960
43446859,MH,2660,,28-May-22,KUL,TWU,,,,,,30817058,29MAY2022:08:02:02.007
43446860,MH,616,,27-May-22,SIN,KUL,,,,,,30817059,29MAY2022:08:02:02.037
43446861,MH,2660,,28-May-22,KUL,TWU,,,,,,30817059,29MAY2022:08:02:02.037
43446862,MH,616,,27-May-22,SIN,KUL,,,,,,30817060,29MAY2022:08:02:02.070
43446863,MH,2660,,28-May-22,KUL,TWU,,,,,,30817060,29MAY2022:08:02:02.070
43446864,MH,616,,27-May-22,SIN,KUL,,,,,,30817061,29MAY2022:08:02:02.100
43446865,MH,2660,,28-May-22,KUL,TWU,,,,,,30817061,29MAY2022:08:02:02.100
43446866,MH,2660,,28-May-22,KUL,TWU,,,,,,30817062,29MAY2022:08:02:02.130
43446867,MH,2660,,28-May-22,KUL,TWU,,,,,,30817063,29MAY2022:08:02:02.177
43446868,MH,1253,,26-May-22,AOR,KUL,,,,,,30817064,29MAY2022:08:02:02.210
43446869,MH,2660,,27-May-22,KUL,TWU,,,,,,30817064,29MAY2022:08:02:02.210
43446870,MH,2660,,28-May-22,KUL,TWU,,,,,,30817065,29MAY2022:08:02:02.240
43446871,MH,2660,,28-May-22,KUL,TWU,,,,,,30817066,29MAY2022:08:02:02.287
43446872,MH,2660,,28-May-22,KUL,TWU,,,,,,30817067,29MAY2022:08:02:02.320
43446873,MH,2660,,28-May-22,KUL,TWU,,,,,,30817068,29MAY2022:08:02:02.367
43446874,MH,2660,,28-May-22,KUL,TWU,,,,,,30817069,29MAY2022:08:02:02.393
43446875,MH,2660,,28-May-22,KUL,TWU,,,,,,30817070,29MAY2022:08:02:02.427
43446876,MH,2660,,28-May-22,KUL,TWU,,,,,,30817071,29MAY2022:08:02:02.473
43446877,MH,616,,27-May-22,SIN,KUL,,,,,,30817072,29MAY2022:08:02:02.503
43446878,MH,2660,,28-May-22,KUL,TWU,,,,,,30817072,29MAY2022:08:02:02.503
43446879,MH,2661,,24-May-22,TWU,KUL,,,,,,30817073,29MAY2022:08:02:02.533
43446880,MH,1276,,24-May-22,KUL,KUA,,,,,,30817073,29MAY2022:08:02:02.533
43446881,MH,1281,,27-May-22,KUA,KUL,,,,,,30817074,29MAY2022:08:02:02.567
43446882,MH,2660,,28-May-22,KUL,TWU,,,,,,30817075,29MAY2022:08:02:02.597
43446883,MH,2660,,28-May-22,KUL,TWU,,,,,,30817076,29MAY2022:08:02:02.643
43446884,MH,2660,,28-May-22,KUL,TWU,,,,,,30817077,29MAY2022:08:02:02.660
43446885,MH,2660,,28-May-22,KUL,TWU,,,,,,30817078,29MAY2022:08:02:02.690
43446886,MH,2660,,28-May-22,KUL,TWU,,,,,,30817079,29MAY2022:08:02:02.723
43446887,MH,2660,,28-May-22,KUL,TWU,,,,,,30817080,29MAY2022:08:02:02.753
43446888,MH,2660,,28-May-22,KUL,TWU,,,,,,30817081,29MAY2022:08:02:02.783
43446889,MH,2660,,28-May-22,KUL,TWU,,,,,,30817082,29MAY2022:08:02:02.817
43446890,MH,2660,,28-May-22,KUL,TWU,,,,,,30817083,29MAY2022:08:02:02.847
43446891,MH,2660,,28-May-22,KUL,TWU,,,,,,30817084,29MAY2022:08:02:02.880
43446892,MH,2660,,28-May-22,KUL,TWU,,,,,,30817085,29MAY2022:08:02:02.910
43446893,MH,2660,,28-May-22,KUL,TWU,,,,,,30817086,29MAY2022:08:02:02.940
43446894,MH,2661,,28-May-22,TWU,KUL,,,,,,30817087,29MAY2022:08:09:38.217
43446895,MH,2661,,28-May-22,TWU,KUL,,,,,,30817088,29MAY2022:08:09:38.233
43446896,MH,2661,,28-May-22,TWU,KUL,,,,,,30817089,29MAY2022:08:09:38.233
43446897,MH,613,,28-May-22,KUL,SIN,,,,,,30817089,29MAY2022:08:09:38.233
43446898,MH,2661,,28-May-22,TWU,KUL,,,,,,30817090,29MAY2022:08:09:38.233
43446899,MH,1276,,28-May-22,KUL,KUA,,,,,,30817090,29MAY2022:08:09:38.233
43446900,MH,7424,,23-May-22,KUL,TWU,,,,,,30817091,29MAY2022:08:09:38.233
43446901,MH,2661,,28-May-22,TWU,KUL,,,,,,30817092,29MAY2022:08:09:38.233
43446902,MH,2661,,28-May-22,TWU,KUL,,,,,,30817093,29MAY2022:08:09:38.233
43446903,MH,1276,,28-May-22,KUL,KUA,,,,,,30817093,29MAY2022:08:09:38.233
43446904,MH,2661,,28-May-22,TWU,KUL,,,,,,30817094,29MAY2022:08:09:38.247
43446905,MH,613,,28-May-22,KUL,SIN,,,,,,30817094,29MAY2022:08:09:38.247
43446906,MH,2661,,28-May-22,TWU,KUL,,,,,,30817095,29MAY2022:08:09:38.247
43446907,MH,2661,,28-May-22,TWU,KUL,,,,,,30817096,29MAY2022:08:09:38.247
43446908,MH,2661,,28-May-22,TWU,KUL,,,,,,30817097,29MAY2022:08:09:38.247
43446909,MH,1336,,28-May-22,KUL,TGG,,,,,,30817097,29MAY2022:08:09:38.247
43446910,MH,7424,,23-May-22,KUL,TWU,,,,,,30817098,29MAY2022:08:09:38.263
43446911,MH,2661,,28-May-22,TWU,KUL,,,,,,30817099,29MAY2022:08:09:38.263
43446912,MH,2661,,28-May-22,TWU,KUL,,,,,,30817100,29MAY2022:08:09:38.263
43446913,MH,1057,,28-May-22,KUL,JHB,,,,,,30817100,29MAY2022:08:09:38.263
43446914,MH,2661,,28-May-22,TWU,KUL,,,,,,30817101,29MAY2022:08:09:38.263
43446915,MH,1396,,28-May-22,KUL,KBR,,,,,,30817101,29MAY2022:08:09:38.263
43446916,MH,2661,,28-May-22,TWU,KUL,,,,,,30817102,29MAY2022:08:09:38.280
43446917,MH,1336,,28-May-22,KUL,TGG,,,,,,30817102,29MAY2022:08:09:38.280
43446918,MH,2661,,27-May-22,TWU,KUL,,,,,,30817103,29MAY2022:08:09:38.280
43446919,MH,2661,,28-May-22,TWU,KUL,,,,,,30817104,29MAY2022:08:09:38.280
43446920,MH,1152,,28-May-22,KUL,PEN,,,,,,30817104,29MAY2022:08:09:38.280
43446921,MH,2661,,28-May-22,TWU,KUL,,,,,,30817105,29MAY2022:08:09:38.280
43446922,MH,2661,,28-May-22,TWU,KUL,,,,,,30817106,29MAY2022:08:09:38.280
43446923,MH,1396,,28-May-22,KUL,KBR,,,,,,30817106,29MAY2022:08:09:38.280
43446924,MH,2661,,28-May-22,TWU,KUL,,,,,,30817107,29MAY2022:08:09:38.280
43446925,MH,2718,,28-May-22,KUL,SBW,,,,,,30817107,29MAY2022:08:09:38.280
43446926,MH,2664,,22-May-22,KUL,TWU,,,,,,30817108,29MAY2022:08:09:38.293
43446927,MH,2661,,28-May-22,TWU,KUL,,,,,,30817109,29MAY2022:08:09:38.293
43446928,MH,2661,,28-May-22,TWU,KUL,,,,,,30817110,29MAY2022:08:09:38.293
43446929,MH,2661,,28-May-22,TWU,KUL,,,,,,30817111,29MAY2022:08:09:38.293
43446930,MH,2661,,28-May-22,TWU,KUL,,,,,,30817112,29MAY2022:08:09:38.293
43446931,MH,1152,,28-May-22,KUL,PEN,,,,,,30817112,29MAY2022:08:09:38.293
43446932,MH,2661,,28-May-22,TWU,KUL,,,,,,30817113,29MAY2022:08:09:38.310
