CPR_ORIGIN,CPR_DESTINATION,ID_LEGLEVEL_LEGROUTING,CPR_IDENTITERMINAL,CPR_LOCIDENTERMINAL,CPR_TRANSSTAGEQUALIFIER,CPR_AIRLINEDESIGNATOR,CPR_FLIGHTNUMBER,CPR_OPERSUFFIX,CPR_UNIQUEREFERENCE,CPR_ATTRIBUTETYPE,CPR_ATTRIDESCRIPTION,CPR_CLASSDESIGNATOR,CPR_TYPE1,CPR_TYPE2,CPR_VALUE1,CPR_VALUE2,CPR_TEXTSUBQUALIFIER,CPR_CODEDLANGUAGE,CPR_CODEDSOURCE,CPR_ENCODING,CPR_TEXTFREETEXT,CPR_ACTIONREQCODE,CPR_TEXTSEMANTIC,CPR_TEXTLANGUAGE,CPR_TEXTSOURCE,CPR_TEXTENCODING,CPR_FREETEXT,CPR_CLSOFSERVICE,ID_PRODUCTLEVEL,CPR_COACHNUMBER,CPR_TEXTSUBQUALIFIER1,CPR_INFORMATIONTYPE1,CPR_CODEDLANGUAGE1,CPR_CODEDSOURCE1,CPR_ENCODING1,CPR_FREETEXT1,CPR_CODEDINDICATOR,CPR_CODEDACTION,CPR_CODEDSTATUSREASON,CPR_SEATNUMBER,DWH_SNAPSHOTTIMESTAMP
TWU,KUL,156351272,,M,,,,,,,,,4,,TWU-069,,,,,,,,,,,,,,155686053,,,,,,,,PPD,0,,,29MAY2022:08:09:37.857
KUL,TWU,156351273,,,,,,,,,,,,,,,,,,,,,,,,,,,155686054,,,,,,,,PPD,0,,,29MAY2022:08:09:37.870
TWU,KUL,156351274,,M,,,,,,,,,4,,TWU-071,,,,,,,,,,,,,,155686055,,,,,,,,PPD,0,,,29MAY2022:08:09:37.887
KUL,TWU,156351275,,,,,,,,,,,,,,,,,,,,,,,,,,,155686056,,,,,,,,PPD,0,,,29MAY2022:08:09:37.903
TWU,KUL,156351276,,M,,,,,,,,,4,,TWU-070,,,,,,,,,,,,,,155686057,,,,,,,,PPD,0,,,29MAY2022:08:09:37.933
KUL,TWU,156351277,,,,,,,,,,,,,,,,,,,,,,,,,,,155686058,,,,,,,,PPD,0,,,29MAY2022:08:09:37.950
TWU,KUL,156351278,,M,,,,,,,,,4,,TWU-073,,,,,,,,,,,,,,155686059,,,,,,,,PPD,0,,,29MAY2022:08:09:37.980
KUL,TWU,156351279,,,,,,,,,,,,,,,,,,,,,,,,,,,155686060,,,,,,,,PPD,0,,,29MAY2022:08:09:38.013
TWU,KUL,156351280,,M,,,,,,,,,4,,TWU-072,,,,,,,,,,,,,,155686061,,,,,,,,PPD,0,,,29MAY2022:08:09:38.027
KUL,TWU,156351281,,,,,,,,,,,,,,,,,,,,,,,,,,,155686062,,,,,,,,PPD,0,,,29MAY2022:08:09:38.043
TWU,KUL,156351282,,M,,,,,,,,,4,,TWU-125,,,,,,,,,,,,,,155686063,,,,,,,,PPD,0,,,29MAY2022:08:09:38.107
KUL,PEN,156351283,M,,,,,,,,,,4,,KUL-077,,,,,,,,,,,,,,155686064,,,,,,,,PPD,0,,,29MAY2022:08:09:38.140
PEN,KUL,156351284,,,,,,,,,,,,,,,,,,,,,,,,,,,155686065,,,,,,,,PPD,0,,,29MAY2022:08:09:38.153
KUL,TWU,156351285,,,,,,,,,,,,,,,,,,,,,,,,,,,155686066,,,,,,,,PPD,0,,,29MAY2022:08:09:38.170
TWU,KUL,156351286,,,,,,,,,,,4,,TWU-149,,3,,M,1,,,,,,,COM PAX,,155686067,,,,,,,,PPD,0,,,29MAY2022:08:13:16.670
TWU,KUL,156351287,,,,,,,,,,,,,,,,,,,,,,,,,,,155686068,,,,,,,,PPD,0,,,29MAY2022:08:13:16.807
KUL,LHR,156351288,,,,,,,,,,,,,,,,,,,,,,,,,,,155686069,,,,,,,,PPD,0,,,29MAY2022:08:13:16.933
LHR,KUL,156351289,2,M,,,,,,,,,,,,,,,,,,,,,,,,,155686070,,,,,,,,PPD,0,,,29MAY2022:08:13:17.060
SYD,KUL,156351290,1,M,,,,,,,,,,,,,,,,,,,,,,,,,155686071,,,,,,,,PPD,0,,,29MAY2022:08:13:17.187
KUL,TWU,156351291,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686072,,,,,,,,PPD,0,,,29MAY2022:08:13:17.310
KUL,TWU,156351292,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686073,,,,,,,,PPD,0,,,29MAY2022:08:13:17.423
KUL,TWU,156351293,M,,,,,,,,,,4,,KUL-082,,,,,,,,,,,,,,155686074,,,,,,,,PPD,0,,,29MAY2022:08:13:17.580
KUL,TWU,156351294,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686075,,,,,,,,PPD,0,,,29MAY2022:08:13:17.733
KUL,TWU,156351295,M,,,,,,,,,,4,,KUL-063,,,,,,,,,,,,,,155686076,,,,,,,,PPD,0,,,29MAY2022:08:13:17.957
KUL,TWU,156351296,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686077,,,,,,,,PPD,0,,,29MAY2022:08:13:18.080
KUL,TWU,156351297,M,,,,,,,,,,4,,KUL-036,,,,,,,,,,,,,,155686078,,,,,,,,PPD,0,,,29MAY2022:08:13:18.313
KUL,TWU,156351298,M,,,,,,,,,,4,,KUL-007,,,,,,,,,,,,,,155686079,,,,,,,,PPD,0,,,29MAY2022:08:13:18.553
KUL,TWU,156351299,M,,,,,,,,,,4,,KUL-043,,,,,,,,,,,,,,155686080,,,,,,,,PPD,0,,,29MAY2022:08:13:18.753
KUL,TWU,156351300,M,,,,,,,,,,4,,KUL-038,,,,,,,,,,,,,,155686081,,,,,,,,PPD,0,,,29MAY2022:08:13:18.943
KUL,TWU,156351301,M,,,,,,,,,,4,,KUL-044,,,,,,,,,,,,,,155686082,,,,,,,,PPD,0,,,29MAY2022:08:13:19.147
KUL,TWU,156351302,M,,,,,,,,,,4,,KUL-041,,,,,,,,,,,,,,155686083,,,,,,,,PPD,0,,,29MAY2022:08:13:19.367
KUL,TWU,156351303,M,,,,,,,,,,4,,KUL-042,,,,,,,,,,,,,,155686084,,,,,,,,PPD,0,,,29MAY2022:08:13:19.600
KUL,TWU,156351304,M,,,,,,,,,,4,,KUL-040,,,,,,,,,,,,,,155686085,,,,,,,,PPD,0,,,29MAY2022:08:13:19.833
KUL,TWU,156351305,M,,,,,,,,,,4,,KUL-035,,,,,,,,,,,,,,155686086,,,,,,,,PPD,0,,,29MAY2022:08:13:20.050
KUL,TWU,156351306,M,,,,,,,,,,4,,KUL-039,,,,,,,,,,,,,,155686087,,,,,,,,PPD,0,,,29MAY2022:08:13:20.270
KUL,TWU,156351307,M,,,,,,,,,,4,,KUL-037,,,,,,,,,,,,,,155686088,,,,,,,,PPD,0,,,29MAY2022:08:13:20.520
KUL,TWU,156351308,M,,,,,,,,,,4,,KUL-064,,,,,,,,,,,,,,155686089,,,,,,,,PPD,0,,,29MAY2022:08:13:20.787
KUL,TWU,156351309,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686090,,,,,,,,PPD,0,,,29MAY2022:08:13:20.910
TWU,KUL,156351310,,M,,,,,,,,,4,,TWU-106,,,,,,,,,,,,,,155686091,,,,,,,,PPD,0,,,29MAY2022:08:13:21.100
KUL,TWU,156351311,M,,,,,,,,,,4,,KUL-001,,,,,,,,,,,,,,155686092,,,,,,,,PPD,0,,,29MAY2022:08:13:21.270
KUA,KUL,156351312,,M,,,,,,,,,4,,KUA-049,,,,,,,,,,,,,,155686093,,,,,,,,PPD,0,,,29MAY2022:08:13:21.473
KUL,TWU,156351313,M,,,,,,,,,,4,,KUL-030,,,,,,,,,,,,,,155686094,,,,,,,,PPD,0,,,29MAY2022:08:13:21.630
KUL,TWU,156351314,M,,,,,,,,,,4,,KUL-006,,,,,,,,,,,,,,155686095,,,,,,,,PPD,0,,,29MAY2022:08:13:21.867
TWU,KUL,156351315,,,,,,,,,,,4,,TWU-158,,3,,M,1,,,,,,,ok,,155686096,,,,,,,,PPD,0,,,29MAY2022:08:13:22.037
KUL,TWU,156351316,M,,,,,,,,,,4,,KUL-055,,,,,,,,,,,,,,155686097,,,,,,,,PPD,0,,,29MAY2022:08:13:22.210
KUL,TWU,156351317,M,,,,,,,,,,4,,KUL-005,,,,,,,,,,,,,,155686098,,,,,,,,PPD,0,,,29MAY2022:08:13:22.427
KUL,TWU,156351318,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155686099,,,,,,,,PPD,0,,,29MAY2022:08:13:22.660
LGK,KUL,156351319,,M,,,,,,,,,,,,,,,,,,,,,,,,,155686100,,,,,,,,PPD,0,,,29MAY2022:08:13:22.803
KUL,TWU,156351320,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686101,,,,,,,,PPD,0,,,29MAY2022:08:13:22.927
TWU,KUL,156351321,,,,,,,,,,,,,,,,,,,,,,,,,,,155686102,,,,,,,,PPD,0,,,29MAY2022:08:13:23.020
KUL,LGK,156351322,,,,,,,,,,,,,,,,,,,,,,,,,,,155686103,,,,,,,,PPD,0,,,29MAY2022:08:13:23.100
LGK,KUL,156351323,,,,,,,,,,,,,,,,,,,,,,,,,,,155686104,,,,,,,,PPD,0,,,29MAY2022:08:13:23.223
KUL,TWU,156351324,,,,,,,,,,,,,,,,,,,,,,,,,,,155686105,,,,,,,,PPD,0,,,29MAY2022:08:13:23.333
TWU,KUL,156351325,,,,,,,,,,,,,,,,,,,,,,,,,,,155686106,,,,,,,,PPD,0,,,29MAY2022:08:13:23.443
KUL,LGK,156351326,,,,,,,,,,,,,,,,,,,,,,,,,,,155686107,,,,,,,,PPD,0,,,29MAY2022:08:13:23.553
LGK,KUL,156351327,,M,,,,,,,,,,,,,,,,,,,,,,,,,155686108,,,,,,,,PPD,0,,,29MAY2022:08:13:23.710
KUL,TWU,156351328,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686109,,,,,,,,PPD,0,,,29MAY2022:08:13:23.820
TWU,KUL,156351329,,,,,,,,,,,,,,,,,,,,,,,,,,,155686110,,,,,,,,PPD,0,,,29MAY2022:08:13:23.913
KUL,LGK,156351330,,,,,,,,,,,,,,,,,,,,,,,,,,,155686111,,,,,,,,PPD,0,,,29MAY2022:08:13:23.990
LGK,KUL,156351331,,,,,,,,,,,,,,,,,,,,,,,,,,,155686112,,,,,,,,PPD,0,,,29MAY2022:08:13:24.117
KUL,TWU,156351332,,,,,,,,,,,,,,,,,,,,,,,,,,,155686113,,,,,,,,PPD,0,,,29MAY2022:08:13:24.227
TWU,KUL,156351333,,,,,,,,,,,,,,,,,,,,,,,,,,,155686114,,,,,,,,PPD,0,,,29MAY2022:08:13:24.337
KUL,LGK,156351334,,,,,,,,,,,,,,,,,,,,,,,,,,,155686115,,,,,,,,PPD,0,,,29MAY2022:08:13:24.460
LGK,KUL,156351335,,M,,,,,,,,,,,,,,,,,,,,,,,,,155686116,,,,,,,,PPD,0,,,29MAY2022:08:13:24.600
KUL,TWU,156351336,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686117,,,,,,,,PPD,0,,,29MAY2022:08:13:24.727
TWU,KUL,156351337,,,,,,,,,,,,,,,,,,,,,,,,,,,155686118,,,,,,,,PPD,0,,,29MAY2022:08:13:24.850
KUL,LGK,156351338,,,,,,,,,,,,,,,,,,,,,,,,,,,155686119,,,,,,,,PPD,0,,,29MAY2022:08:13:24.960
LGK,KUL,156351339,,,,,,,,,,,,,,,,,,,,,,,,,,,155686120,,,,,,,,PPD,0,,,29MAY2022:08:13:25.087
KUL,TWU,156351340,,,,,,,,,,,,,,,,,,,,,,,,,,,155686121,,,,,,,,PPD,0,,,29MAY2022:08:13:25.193
TWU,KUL,156351341,,,,,,,,,,,,,,,,,,,,,,,,,,,155686122,,,,,,,,PPD,0,,,29MAY2022:08:13:25.320
KUL,LGK,156351342,,,,,,,,,,,,,,,,,,,,,,,,,,,155686123,,,,,,,,PPD,0,,,29MAY2022:08:13:25.443
LGK,KUL,156351343,,M,,,,,,,,,,,,,,,,,,,,,,,,,155686124,,,,,,,,PPD,0,,,29MAY2022:08:13:25.587
KUL,TWU,156351344,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686125,,,,,,,,PPD,0,,,29MAY2022:08:13:25.700
TWU,KUL,156351345,,,,,,,,,,,,,,,,,,,,,,,,,,,155686126,,,,,,,,PPD,0,,,29MAY2022:08:13:25.850
KUL,LGK,156351346,,,,,,,,,,,,,,,,,,,,,,,,,,,155686127,,,,,,,,PPD,0,,,29MAY2022:08:13:25.990
LGK,KUL,156351347,,,,,,,,,,,,,,,,,,,,,,,,,,,155686128,,,,,,,,PPD,0,,,29MAY2022:08:13:26.113
KUL,TWU,156351348,,,,,,,,,,,,,,,,,,,,,,,,,,,155686129,,,,,,,,PPD,0,,,29MAY2022:08:13:26.240
TWU,KUL,156351349,,,,,,,,,,,,,,,,,,,,,,,,,,,155686130,,,,,,,,PPD,0,,,29MAY2022:08:13:26.333
KUL,LGK,156351350,,,,,,,,,,,,,,,,,,,,,,,,,,,155686131,,,,,,,,PPD,0,,,29MAY2022:08:13:26.460
LGK,KUL,156351351,,M,,,,,,,,,,,,,,,,,,,,,,,,,155686132,,,,,,,,PPD,0,,,29MAY2022:08:13:26.600
KUL,TWU,156351352,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686133,,,,,,,,PPD,0,,,29MAY2022:08:13:26.723
TWU,KUL,156351353,,,,,,,,,,,,,,,,,,,,,,,,,,,155686134,,,,,,,,PPD,0,,,29MAY2022:08:13:26.837
KUL,LGK,156351354,,,,,,,,,,,,,,,,,,,,,,,,,,,155686135,,,,,,,,PPD,0,,,29MAY2022:08:13:26.913
LGK,KUL,156351355,,,,,,,,,,,,,,,,,,,,,,,,,,,155686136,,,,,,,,PPD,0,,,29MAY2022:08:13:27.040
KUL,TWU,156351356,,,,,,,,,,,,,,,,,,,,,,,,,,,155686137,,,,,,,,PPD,0,,,29MAY2022:08:13:27.130
TWU,KUL,156351357,,,,,,,,,,,,,,,,,,,,,,,,,,,155686138,,,,,,,,PPD,0,,,29MAY2022:08:13:27.273
KUL,LGK,156351358,,,,,,,,,,,,,,,,,,,,,,,,,,,155686139,,,,,,,,PPD,0,,,29MAY2022:08:13:27.380
TWU,KUL,156351359,,,,,,,,,,,4,,TWU-107,,,,,,,,,,,,,,155686140,,,,,,,,PPD,0,,,29MAY2022:08:13:27.587
KUL,TWU,156351360,M,,,,,,,,,,4,,KUL-070,,,,,,,,,,,,,,155686141,,,,,,,,PPD,0,,,29MAY2022:08:13:27.790
KUL,TWU,156351361,M,,,,,,,,,,4,,KUL-034,,,,,,,,,,,,,,155686142,,,,,,,,PPD,0,,,29MAY2022:08:13:28.087
MYY,KUL,156351362,,,,,,,,,,,4,,MYY-082,,,,,,,,,,,,,,155686143,,,,,,,,PPD,0,,,29MAY2022:08:13:28.303
KUL,JHB,156351363,,,,,,,,,,,4,,KUL-076,,,,,,,,,,,,,,155686144,,,,,,,,PPD,0,,,29MAY2022:08:13:28.460
JHB,KUL,156351364,,M,,,,,,,,,4,,JHB-083,,,,,,,,,,,,,,155686145,,,,,,,,PPD,0,,,29MAY2022:08:13:28.617
KUL,TWU,156351365,M,,,,,,,,,,4,,KUL-032,,,,,,,,,,,,,,155686146,,,,,,,,PPD,0,,,29MAY2022:08:13:28.820
KUL,TWU,156351366,M,,,,,,,,,,4,,KUL-029,,,,,,,,,,,,,,155686147,,,,,,,,PPD,0,,,29MAY2022:08:13:29.080
KUL,TWU,156351367,M,,,,,,,,,,4,,KUL-028,,,,,,,,,,,,,,155686148,,,,,,,,PPD,0,,,29MAY2022:08:13:29.347
KUL,TWU,156351368,M,,,,,,,,,,4,,KUL-027,,,,,,,,,,,,,,155686149,,,,,,,,PPD,0,,,29MAY2022:08:13:29.597
KUL,TWU,156351369,M,,,,,,,,,,4,,KUL-026,,,,,,,,,,,,,,155686150,,,,,,,,PPD,0,,,29MAY2022:08:13:29.817
KUL,TWU,156351370,M,,,,,,,,,,4,,KUL-012,,,,,,,,,,,,,,155686151,,,,,,,,PPD,0,,,29MAY2022:08:13:29.880
KUL,TWU,156351371,M,,,,,,,,,,4,,KUL-014,,,,,,,,,,,,,,155686152,,,,,,,,PPD,0,,,29MAY2022:08:13:29.927
KUL,TWU,156351372,M,,,,,,,,,,4,,KUL-013,,,,,,,,,,,,,,155686153,,,,,,,,PPD,0,,,29MAY2022:08:13:29.973
KUL,TWU,156351373,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686154,,,,,,,,PPD,0,,,29MAY2022:08:13:30.020
KUL,TWU,156351374,M,,,,,,,,,,4,,KUL-068,,,,,,,,,,,,,,155686155,,,,,,,,PPD,0,,,29MAY2022:08:13:30.100
KUL,TWU,156351375,M,,,,,,,,,,4,,KUL-069,,,,,,,,,,,,,,155686156,,,,,,,,PPD,0,,,29MAY2022:08:13:30.270
KUL,TWU,156351376,M,,,,,,,,,,4,,KUL-002,,,,,,,,,,,,,,155686157,,,,,,,,PPD,0,,,29MAY2022:08:13:30.537
KUL,TWU,156351377,M,,,,,,,,,,4,,KUL-016,,,,,,,,,,,,,,155686158,,,,,,,,PPD,0,,,29MAY2022:08:13:30.820
TWU,KUL,156351378,,,,,,,,,,,,,,,,,,,,,,,,,,,155686159,,,,,,,,PPD,0,,,29MAY2022:08:13:30.930
KUL,TWU,156351379,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686160,,,,,,,,PPD,0,,,29MAY2022:08:13:31.133
KUL,TWU,156351380,M,,,,,,,,,,4,,KUL-033,,,,,,,,,,,,,,155686161,,,,,,,,PPD,0,,,29MAY2022:08:13:31.320
KUL,TWU,156351381,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686162,,,,,,,,PPD,0,,,29MAY2022:08:13:31.490
TWU,KUL,156351382,,,,,,,,,,,4,,TWU-165,,,,,,,,,,,,,,155686163,,,,,,,,PPD,0,,,29MAY2022:08:13:31.663
KUL,TWU,156351383,M,,,,,,,,,,4,,KUL-067,,,,,,,,,,,,,,155686164,,,,,,,,PPD,0,,,29MAY2022:08:13:31.837
TWU,KUL,156351384,,,,,,,,,,J,4,,TWU-022,,,,,,,,,,,,,,155686165,,,,,,,,PPD,0,,,29MAY2022:08:13:32.020
KUL,KUA,156351385,M,,,,,,,,,,4,,KUL-043,,,,,,,,,,,,,,155686166,,,,,,,,PPD,0,,,29MAY2022:08:13:32.207
KUA,KUL,156351386,,M,,,,,,,,,4,,KUA-038,,,,,,,,,,,,,,155686167,,,,,,,,PPD,0,,,29MAY2022:08:13:32.363
KUL,TWU,156351387,M,,,,,,,,,,4,,KUL-023,,3,,M,1,,,,,,,Customer Request,,155686168,,,,,,,,PPD,0,,,29MAY2022:08:13:32.503
KUL,TWU,156351388,M,,,,,,,,,,4,,KUL-020,,,,,,,,,,,,,,155686169,,,,,,,,PPD,0,,,29MAY2022:08:13:32.677
KUL,TWU,156351389,M,,,,,,,,,,4,,KUL-079,,,,,,,,,,,,,,155686170,,,,,,,,PPD,0,,,29MAY2022:08:13:32.880
KUL,TWU,156351390,M,,,,,,,,,,4,,KUL-078,,,,,,,,,,,,,,155686171,,,,,,,,PPD,0,,,29MAY2022:08:13:33.037
KBR,KUL,156351391,,M,,,,,,,,,4,,KBR-016,,,,,,,,,,,,,,155686172,,,,,,,,PPD,0,,,29MAY2022:08:13:33.240
KUL,TWU,156351392,M,,,,,,,,,,4,,KUL-021,,,,,,,,,,,,,,155686173,,,,,,,,PPD,0,,,29MAY2022:08:13:33.397
KUL,TWU,156351393,M,,,,,,,,,,4,,KUL-062,,,,,,,,,,,,,,155686174,,,,,,,,PPD,0,,,29MAY2022:08:13:33.630
KUL,TWU,156351394,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686175,,,,,,,,PPD,0,,,29MAY2022:08:13:33.757
KUL,TWU,156351395,M,,,,,,,,,,4,,KUL-065,,,,,,,,,,,,,,155686176,,,,,,,,PPD,0,,,29MAY2022:08:13:33.977
KUL,TWU,156351396,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686177,,,,,,,,PPD,0,,,29MAY2022:08:13:34.117
TWU,KUL,156351397,,M,,,,,,,,,4,,TWU-041,,,,,,,,,,,,,,155686178,,,,,,,,PPD,0,,,29MAY2022:08:13:34.320
KUL,TWU,156351398,M,,,,,,,,,,4,,KUL-015,,,,,,,,,,,,,,155686179,,,,,,,,PPD,0,,,29MAY2022:08:13:34.507
KUL,TWU,156351399,M,,,,,,,,,,4,,KUL-050,,,,,,,,,,,,,,155686180,,,,,,,,PPD,0,,,29MAY2022:08:13:34.727
KUL,TWU,156351400,M,,,,,,,,,,4,,KUL-047,,,,,,,,,,,,,,155686181,,,,,,,,PPD,0,,,29MAY2022:08:13:34.930
KUL,TWU,156351401,M,,,,,,,,,,4,,KUL-045,,,,,,,,,,,,,,155686182,,,,,,,,PPD,0,,,29MAY2022:08:13:35.120
TWU,KUL,156351402,,,,,,,,,,,4,,TWU-039,,,,,,,,,,,,,,155686183,,,,,,,,PPD,0,,,29MAY2022:08:13:35.213
KUL,TWU,156351403,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686184,,,,,,,,PPD,0,,,29MAY2022:08:13:35.307
KUL,TWU,156351404,,,,,,,,,,,,,,,,,,,,,,,,,,,155686185,,,,,,,,PPD,0,,,29MAY2022:08:13:35.430
KUL,TWU,156351405,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686186,,,,,,,,PPD,0,,,29MAY2022:08:13:35.590
TWU,KUL,156351406,,,,,,,,,,J,4,,TWU-015,,,,,,,,,,,,,,155686187,,,,,,,,PPD,0,,,29MAY2022:08:13:35.743
KUL,TWU,156351407,M,,,,,,,,,,4,,KUL-078,,,,,,,,,,,,,,155686188,,,,,,,,PPD,0,,,29MAY2022:08:13:35.933
KUL,TWU,156351408,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686189,,,,,,,,PPD,0,,,29MAY2022:08:13:36.043
KUL,TWU,156351409,M,,,,,,,,,,,,,,3,,M,1,,,,,,,NOSHOW BY ONLOAD PROCESS,,155686190,,,,,,,,PPD,0,,,29MAY2022:08:13:36.213
KUL,TWU,156351410,,,,,,,,,,,,,,,,,,,,,,,,,,,155686191,,,,,,,,PPD,0,,,29MAY2022:08:13:36.353
KUL,TWU,156351411,M,,,,,,,,,,4,,KUL-056,,,,,,,,,,,,,,155686192,,,,,,,,PPD,0,,,29MAY2022:08:13:36.543
TWU,KUL,156351412,,,,,,,,,,,,,,,,,,,,,,,,,,,155686193,,,,,,,,PPD,0,,,29MAY2022:08:13:36.683
KUL,TWU,156351413,M,,,,,,,,,,4,,KUL-061,,,,,,,,,,,,,,155686194,,,,,,,,PPD,0,,,29MAY2022:08:13:36.917
KUL,TWU,156351414,M,,,,,,,,,,4,,KUL-019,,,,,,,,,,,,,,155686195,,,,,,,,PPD,0,,,29MAY2022:08:13:37.137
KUL,TWU,156351415,M,,,,,,,,,,4,,KUL-018,,,,,,,,,,,,,,155686196,,,,,,,,PPD,0,,,29MAY2022:08:13:37.357
KUL,TWU,156351416,M,,,,,,,,,,4,,KUL-017,,,,,,,,,,,,,,155686197,,,,,,,,PPD,0,,,29MAY2022:08:13:37.593
KUL,TWU,156351417,M,,,,,,,,,,4,,KUL-025,,,,,,,,,,,,,,155686198,,,,,,,,PPD,0,,,29MAY2022:08:13:37.780
KUL,TWU,156351418,M,,,,,,,,,,4,,KUL-051,,,,,,,,,,,,,,155686199,,,,,,,,PPD,0,,,29MAY2022:08:13:37.993
SIN,KUL,156351419,1,M,,,,,,,,,4,,SIN-161,,,,,,,,,,,,,,155686200,,,,,,,,PPD,0,,,29MAY2022:08:13:38.260
KUL,TWU,156351420,M,,,,,,,,,,4,,KUL-024,,,,,,,,,,,,,,155686201,,,,,,,,PPD,0,,,29MAY2022:08:13:38.447
TWU,KUL,156351421,,,,,,,,,,,,,,,,,,,,,,,,,,,155686202,,,,,,,,PPD,0,,,29MAY2022:08:13:38.587
KUL,SIN,156351422,,,,,,,,,,,,,,,,,,,,,,,,,,,155686203,,,,,,,,PPD,0,,,29MAY2022:08:13:38.730
KUL,SIN,156351423,,,,,,,,,,,,,,,,,,,,,,,,,,,155686204,,,,,,,,PPD,0,,,29MAY2022:08:13:38.853
KUL,TWU,156351424,M,,,,,,,,,,4,,KUL-004,,,,,,,,,,,,,,155686205,,,,,,,,PPD,0,,,29MAY2022:08:13:39.010
TWU,KUL,156351425,,,,,,,,,,,,,,,,,,,,,,,,,,,155686206,,,,,,,,PPD,0,,,29MAY2022:08:13:39.153
KUL,TWU,156351426,M,,,,,,,,,,4,,KUL-003,,,,,,,,,,,,,,155686207,,,,,,,,PPD,0,,,29MAY2022:08:13:39.357
TWU,KUL,156351427,,,,,,,,,,,,,,,,,,,,,,,,,,,155686208,,,,,,,,PPD,0,,,29MAY2022:08:13:39.497
TWU,KUL,156351428,,,,,,,,,,,4,,TWU-035,,,,,,,,,,,,,,155686209,,,,,,,,PPD,0,,,29MAY2022:08:13:39.637
KUL,TWU,156351429,,,,,,,,,,,,,,,,,,,,,,,,,,,155686210,,,,,,,,PPD,0,,,29MAY2022:08:13:39.763
KUL,TWU,156351430,M,,,,,,,,,,4,,KUL-076,,,,,,,,,,,,,,155686211,,,,,,,,PPD,0,,,29MAY2022:08:13:39.920
TWU,KUL,156351431,,,,,,,,,,,4,,TWU-016,,,,,,,,,,,,,,155686212,,,,,,,,PPD,0,,,29MAY2022:08:13:40.090
KUL,PEN,156351432,,,,,,,,,,,4,,KUL-046,,,,,,,,,,,,,,155686213,,,,,,,,PPD,0,,,29MAY2022:08:13:40.230
KUL,PEN,156351433,,,,,,,,,,,,,,,,,,,,,,,,,,,155686214,,,,,,,,PPD,0,,,29MAY2022:08:13:40.340
PEN,KUL,156351434,,M,,,,,,,,,4,,PEN-038,,,,,,,,,,,,,,155686215,,,,,,,,PPD,0,,,29MAY2022:08:13:40.497
KUL,TWU,156351435,M,,,,,,,,,,4,,KUL-009,,,,,,,,,,,,,,155686216,,,,,,,,PPD,0,,,29MAY2022:08:13:40.653
TWU,KUL,156351436,,,,,,,,,,,4,,TWU-017,,,,,,,,,,,,,,155686217,,,,,,,,PPD,0,,,29MAY2022:08:13:40.830
KUL,PEN,156351437,,,,,,,,,,,4,,KUL-045,,,,,,,,,,,,,,155686218,,,,,,,,PPD,0,,,29MAY2022:08:13:40.960
KUL,PEN,156351438,,,,,,,,,,,,,,,,,,,,,,,,,,,155686219,,,,,,,,PPD,0,,,29MAY2022:08:13:41.060
PEN,KUL,156351439,,M,,,,,,,,,4,,PEN-037,,,,,,,,,,,,,,155686220,,,,,,,,PPD,0,,,29MAY2022:08:13:41.220
KUL,TWU,156351440,M,,,,,,,,,,4,,KUL-008,,,,,,,,,,,,,,155686221,,,,,,,,PPD,0,,,29MAY2022:08:13:41.390
KUL,TWU,156351441,M,,,,,,,,,,,,,,,,,,,,,,,,,,155686222,,,,,,,,PPD,0,,,29MAY2022:08:13:41.563
KUL,TWU,156351442,M,,,,,,,,,,4,,KUL-031,,,,,,,,,,,,,,155686223,,,,,,,,PPD,0,,,29MAY2022:08:13:41.750
KUL,TWU,156351443,M,,,,,,,,,,4,,KUL-011,,,,,,,,,,,,,,155686224,,,,,,,,PPD,0,,,29MAY2022:08:13:41.970
TWU,KUL,156351444,,,,,,,,,,,,,,,,,,,,,,,,,,,155686225,,,,,,,,PPD,0,,,29MAY2022:08:13:42.080
KUL,TWU,156351445,M,,,,,,,,,,4,,KUL-010,,,,,,,,,,,,,,155686226,,,,,,,,PPD,0,,,29MAY2022:08:13:42.347
TWU,KUL,156351446,,,,,,,,,,,,,,,,,,,,,,,,,,,155686227,,,,,,,,PPD,0,,,29MAY2022:08:13:42.487
